id	filename	cellType	cellTypeSubtype	antibody	mappingGenome	dataSource	dataSourceGSM	description
GSM774946_POL2	GSM774946_POL2.bed	Embryonic Stem Cell	[PCL] D3 ES cells	Polr2a	mm10	GSE31270	GSM774946	N/A
GSM788496_Yy1	GSM788496_Yy1.bed	Embryonic Stem Cell	[PCL] BirA ES cells	Yy1	mm10	GSE31786	GSM788496	ES cells expressing Biotin-Yy1. Steptavidin antibody used
GSM832311_Runx1	GSM832311_Runx1.bed	Megakaryoblastic cells	[CL] L8057; TPA treated	Runx1	mm10	GSE33653	GSM832311	Maturation induced by addition of TPA for 72 hrs
GSM832312_Cbfb	GSM832312_Cbfb.bed	Megakaryoblastic cells	[CL] L8057; TPA treated	Cbfb	mm10	GSE33653	GSM832312	Maturation induced by addition of TPA for 72 hrs
GSM832313_Ring1b	GSM832313_Ring1b.bed	Megakaryoblastic cells	[CL] L8057; TPA treated	Rnf2	mm10	GSE33653	GSM832313	Maturation induced by addition of TPA for 72 hrs
GSM832315_Runx1	GSM832315_Runx1.bed	Megakaryoblastic cells	[CL] L8057	Runx1	mm10	GSE33653	GSM832315	NULL
GSM832316_Cbfb	GSM832316_Cbfb.bed	Megakaryoblastic cells	[CL] L8057	Cbfb	mm10	GSE33653	GSM832316	NULL
GSM832317_Ring1b	GSM832317_Ring1b.bed	Megakaryoblastic cells	[CL] L8057	Rnf2	mm10	GSE33653	GSM832317	NULL
GSM832319_Runx1	GSM832319_Runx1.bed	Megakaryoblastic cells	[CL] L8057	Runx1	mm10	GSE33653	GSM832319	NULL
GSM832320_Ring1b	GSM832320_Ring1b.bed	Megakaryoblastic cells	[CL] L8057	Rnf2	mm10	GSE33653	GSM832320	NULL
GSM832321_Runx1	GSM832321_Runx1.bed	T-Cells	[PC] Thymocyte (Runx1fl/fl)	Runx1	mm10	GSE33653	GSM832321	Runx1 fl/fl
GSM832322_Cbfb	GSM832322_Cbfb.bed	T-Cells	[PC] Thymocyte (Runx1fl/fl)	Cbfb	mm10	GSE33653	GSM832322	Runx1 fl/fl
GSM832323_Ring1b	GSM832323_Ring1b.bed	T-Cells	[PC] Thymocyte (Runx1fl/fl)	Rnf2	mm10	GSE33653	GSM832323	Runx1 fl/fl
GSM836124_Tbet	GSM836124_Tbet.bed	T-Cells	[PC] Th1 CD4+	Tbx21	mm10	GSE33802	GSM836124	Splenic and lymph node T cells were obtained by disrupting organs of 8- to 12-week-old mice; naive CD4+CD44-CD62L+ T cells were isolated and sorted on the flow cytometer. Cells were cultured with plate-bound anti-CD3 and anti-CD28; IL-12 and anti-IL-4 for 3 days; followed by IL-2 and IL-12 for 4 days. After 7 day culture in vitro; cells were restimulated for 2hr with plate-bound anti-CD3 and anti-CD28 and IL-12.
GSM838681_Stat1	GSM838681_Stat1.bed	Macrophages	[PC] Bone Marrow Macrophage	Stat1	mm10	GSE33913	GSM838681	Bone marrow from Ikbke+/+ mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF).
GSM838683_Stat1_6h_IFNg	GSM838683_Stat1_6h_IFNg.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Stat1	mm10	GSE33913	GSM838683	Bone marrow from Ikbke+/+ mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF). Cells were then treated IFNg for six hours.
GSM838685_Stat1_6h_IFNb	GSM838685_Stat1_6h_IFNb.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNb treated	Stat1	mm10	GSE33913	GSM838685	Bone marrow from Ikbke+/+ mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF). Cells were then treated IFNb for six hours.
GSM838687_Stat1_ikk	GSM838687_Stat1_ikk.bed	Macrophages	[PC] Bone Marrow Macrophages (Ikbke-/-)	Stat1	mm10	GSE33913	GSM838687	Bone marrow from Ikbke-/- mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF).
GSM838689_Stat1	GSM838689_Stat1.bed	Macrophages	[PC] Bone Marrow Macrophages (Ikbke-/-); IFNg treated	Stat1	mm10	GSE33913	GSM838689	Bone marrow from Ikbke-/- mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF). Cells were then treated IFNg for six hours.
GSM838691_Stat1	GSM838691_Stat1.bed	Macrophages	[PC] Bone Marrow Macrophages (Ikbke-/-); IFNb treated	Stat1	mm10	GSE33913	GSM838691	Bone marrow from Ikbke-/- mice was isolated and differentiated into macrophages with macrophage colony-stimulating factor (M-CSF). Cells were then treated IFNb for six hours.
GSM840466_HoxB4_ESCells_d6	GSM840466_HoxB4_ESCells_d6.bed	Haematopoietic precursor and progenitor cells	[PCL] Day 6 embryoid body cells (HoxB4 expressing CCE ES cell derived)	Hoxb4	mm10	GSE34014	GSM840466	EB day 6 no treatment
GSM840468_HoxB4_ESCells_d10	GSM840468_HoxB4_ESCells_d10.bed	Haematopoietic stem and progenitor cells	[PCL] Day 16 culture (HoxB4 expressing CCE ES cell derived)	Hoxb4	mm10	GSE34014	GSM840468	EB with a hematopoietic cytokine cocktail for 10 days
GSM840470_HoxB4_ESCells_d26	GSM840470_HoxB4_ESCells_d26.bed	Haematopoietic stem and progenitor cells	[PCL] Day 26 culture (HoxB4 expressing CCE ES cell derived)	Hoxb4	mm10	GSE34014	GSM840470	EB with a hematopoietic cytokine cocktail for 20 days
GSM842248_GSM842251_Meis1	GSM842248_GSM842251_Meis1.bed	Myeloblastic	[CL] HM2	Meis1	mm10	GSE33518	GSM842248-GSM842251	5-FU treated BM cells transduced with MSCV HA-Meis1 and Flag-Hoxa9 (antibody used HA)
GSM842249_GSM842252_Hoxa	GSM842249_GSM842252_Hoxa.bed	Myeloblastic	[CL] HM2	Hoxa9	mm10	GSE33518	GSM842249-GSM842252	5-FU treated BM cells were transduced with MSCV HA-Hoxa9 and Flag-Meis1 (antibody used HA)
GSM846042_AF9_MLL	GSM846042_AF9_MLL.bed	Leukaemia	[PC] MLL AF9 blasts	Mllt3	mm10	GSE34261	GSM846042	5-FU treated BM cells transduced with Flag-tagged MLL-AF9
GSM859512_Notch1	GSM859512_Notch1.bed	Leukaemia	[PC] T-ALL	Notch1	mm10	GSE34954	GSM859512	intracellular Notch1-IC over-expressing tumors
GSM860154_STAT5	GSM860154_STAT5.bed	Fibroblast	[PC] Embryonic fibroblasts; Stat5 overexpressing and GH stimulated	STAT5	mm10	GSE34986	GSM860154	Stat5 KO MEFs overexpressing Stat5 stimulated with growth hormone (GH) for 45 min
GSM867156_7_Gata1	GSM867156_7_Gata1.bed	Erythroid progenitor	[PCL] Erythroid progenitors (ES cell derived)	Gata1	mm10	GSE35385	GSM867156-GSM867157	ES-cell derived erythroid progenitors
GSM867158_59_60_Gata1	GSM867158_59_60_Gata1.bed	Erythroid progenitor	[PCL] Erythroid progenitors (ES cell derived)	Gata1	mm10	GSE35385	GSM867158-GSM867160	ES-cell derived erythroid progenitors
GSM872894_Gata1_V205G	GSM872894_Gata1_V205G.bed	Megakaryocyte Progenitors	[CL] G1ME (Gata1-V205G); TPO treated	Gata1 (V205G)	mm10	GSE35644	GSM872894	G1ME cells were infected with MigR1-GATA-1(GATA-1V205G) and harvested 48 hrs later. Cells were cultured in presence of TPO. (HA antibody used for ChIP).
GSM873424_Ddit3	GSM873424_Ddit3.bed	Fibroblast	[PC] Embryonic fibroblasts; tunicamycin treated	Ddit3	mm10	GSE35681	GSM873424	MEFs treated with tunicamycin for 10 hours
GSM873426_Atf3	GSM873426_Atf3.bed	Fibroblast	[PC] Embryonic fibroblasts; tunicamycin treated	Atf4	mm10	GSE35681	GSM873426	MEFs treated with tunicamycin for 10 hours
GSM873983_Rela	GSM873983_Rela.bed	Adipocytes	[CL] 3T3-L1	Rela	mm10	GSE35724	GSM873983	Cells were differentiated in DMEM containing FBS; dexamethasone; insulin and 3-isobutyl-1-methyxanthine for 2 days. They were then transferred to DMEM containing FBS and insulin for a further 2 days. Cells were then maintained in DMEM with FBS. Experiments were done on Day 8 to Day 12 (mature adipocytes). Cells were treated with TNF? for 24h.
GSM876622_23_Ebf1	GSM876622_23_Ebf1.bed	B-Cells	[PC] Pro-B-Cells (Rag2-/-)	Ebf1	mm10	GSE35857	GSM876622-GSM876623	Pro-B cells were isolated from the bone marrow of Rag2-/- mice then were expanded in vitro for 4-5 d on OP9 cells in the presence of IL-7
GSM876624_25_Ebf1	GSM876624_25_Ebf1.bed	B-Cells	[PC] Mature B-Cells	Ebf1	mm10	GSE35857	GSM876624-GSM876625	Mature B-Cell were FACS sorted from lymph nodes of C57BL/6 mice
GSM877317_Ebf1	GSM877317_Ebf1.bed	B-Cells	[PC] B cell enriched splenocytes	Ebf1	mm10	GSE35915	GSM877317	Strain: C57BL/6. Chip antibody: Ebf1 (custom-made against murine Ebf1b)
GSM881052_DC_Ctcf_0	GSM881052_DC_Ctcf_0.bed	Dendritic	[PC] Dendritic	Ctcf	mm10	GSE36099	GSM881052	Ctcf 0 min post LPS stimulation
GSM881053_DC_Ctcf_120	GSM881053_DC_Ctcf_120.bed	Dendritic	[PC] Dendritic; LPS treated	Ctcf	mm10	GSE36099	GSM881053	Bone marrow derived dendritic cells. Ctcf 120 min post LPS stimulation
GSM881054_DC_Ctcf_30	GSM881054_DC_Ctcf_30.bed	Dendritic	[PC] Dendritic; LPS treated	Ctcf	mm10	GSE36099	GSM881054	Bone marrow derived dendritic cells. Ctcf 30 min post LPS stimulation
GSM881055_DC_Ctcf_60	GSM881055_DC_Ctcf_60.bed	Dendritic	[PC] Dendritic; LPS treated	Ctcf	mm10	GSE36099	GSM881055	Bone marrow derived dendritic cells. Ctcf 60 min post LPS stimulation
GSM881056_DC_E2f1_0	GSM881056_DC_E2f1_0.bed	Dendritic	[PC] Dendritic	E2f1	mm10	GSE36099	GSM881056	E2f1 0 min post LPS stimulation
GSM881057_DC_E2f1_120	GSM881057_DC_E2f1_120.bed	Dendritic	[PC] Dendritic; LPS treated	E2f1	mm10	GSE36099	GSM881057	Bone marrow derived dendritic cells. E2f1 120 min post LPS stimulation
GSM881058_DC_E2f1_30	GSM881058_DC_E2f1_30.bed	Dendritic	[PC] Dendritic; LPS treated	E2f1	mm10	GSE36099	GSM881058	Bone marrow derived dendritic cells. E2f1 30 min post LPS stimulation
GSM881059_DC_E2f1_60	GSM881059_DC_E2f1_60.bed	Dendritic	[PC] Dendritic; LPS treated	E2f1	mm10	GSE36099	GSM881059	Bone marrow derived dendritic cells. E2f1 60 min post LPS stimulation
GSM881060_DC_E2f4_0	GSM881060_DC_E2f4_0.bed	Dendritic	[PC] Dendritic	E2f4	mm10	GSE36099	GSM881060	E2f4 0 min post LPS stimulation
GSM881061_DC_E2f4_120	GSM881061_DC_E2f4_120.bed	Dendritic	[PC] Dendritic; LPS treated	E2f4	mm10	GSE36099	GSM881061	Bone marrow derived dendritic cells. E2f4 120 min post LPS stimulation
GSM881062_DC_E2f4_30	GSM881062_DC_E2f4_30.bed	Dendritic	[PC] Dendritic; LPS treated	E2f4	mm10	GSE36099	GSM881062	Bone marrow derived dendritic cells. E2f4 30 min post LPS stimulation
GSM881063_DC_E2f4_60	GSM881063_DC_E2f4_60.bed	Dendritic	[PC] Dendritic; LPS treated	E2f4	mm10	GSE36099	GSM881063	Bone marrow derived dendritic cells. E2f4 60 min post LPS stimulation
GSM881064_DC_Ets2_0	GSM881064_DC_Ets2_0.bed	Dendritic	[PC] Dendritic	Ets2	mm10	GSE36099	GSM881064	Ets2 0 min post LPS stimulation
GSM881065_DC_Ets2_120	GSM881065_DC_Ets2_120.bed	Dendritic	[PC] Dendritic; LPS treated	Ets2	mm10	GSE36099	GSM881065	Bone marrow derived dendritic cells. Ets2 120 min post LPS stimulation
GSM881066_DC_Ets2_30	GSM881066_DC_Ets2_30.bed	Dendritic	[PC] Dendritic; LPS treated	Ets2	mm10	GSE36099	GSM881066	Bone marrow derived dendritic cells. Ets2 30 min post LPS stimulation
GSM881067_DC_Ets2_60	GSM881067_DC_Ets2_60.bed	Dendritic	[PC] Dendritic; LPS treated	Ets2	mm10	GSE36099	GSM881067	Bone marrow derived dendritic cells. Ets2 60 min post LPS stimulation
GSM881068_DC_Hif1a_0	GSM881068_DC_Hif1a_0.bed	Dendritic	[PC] Dendritic	Hif1a	mm10	GSE36099	GSM881068	Hif1a 0 min post LPS stimulation
GSM881069_DC_Hif1a_120	GSM881069_DC_Hif1a_120.bed	Dendritic	[PC] Dendritic; LPS treated	Hif1a	mm10	GSE36099	GSM881069	Bone marrow derived dendritic cells. Hif1a 120 min post LPS stimulation
GSM881070_DC_Hif1a_30	GSM881070_DC_Hif1a_30.bed	Dendritic	[PC] Dendritic; LPS treated	Hif1a	mm10	GSE36099	GSM881070	Bone marrow derived dendritic cells. Hif1a 30 min post LPS stimulation
GSM881071_DC_Hif1a_60	GSM881071_DC_Hif1a_60.bed	Dendritic	[PC] Dendritic; LPS treated	Hif1a	mm10	GSE36099	GSM881071	Bone marrow derived dendritic cells. Hif1a 60 min post LPS stimulation
GSM881072_DC_Irf1_0	GSM881072_DC_Irf1_0.bed	Dendritic	[PC] Dendritic	Irf1	mm10	GSE36099	GSM881072	Irf1 0 min post LPS stimulation
GSM881073_DC_Irf1_120	GSM881073_DC_Irf1_120.bed	Dendritic	[PC] Dendritic; LPS treated	Irf1	mm10	GSE36099	GSM881073	Bone marrow derived dendritic cells. Irf1 120 min post LPS stimulation
GSM881074_DC_Irf1_30	GSM881074_DC_Irf1_30.bed	Dendritic	[PC] Dendritic; LPS treated	Irf1	mm10	GSE36099	GSM881074	Bone marrow derived dendritic cells. Irf1 30 min post LPS stimulation
GSM881075_DC_Irf1_60	GSM881075_DC_Irf1_60.bed	Dendritic	[PC] Dendritic; LPS treated	Irf1	mm10	GSE36099	GSM881075	Bone marrow derived dendritic cells. Irf1 60 min post LPS stimulation
GSM881093_DC_Egr2_30	GSM881093_DC_Egr2_30.bed	Dendritic	[PC] Dendritic; LPS treated	Egr2	mm10	GSE36099	GSM881093	Bone marrow derived dendritic cells. Egr2 30 min post LPS stimulation
GSM881095_DC_Maff_0	GSM881095_DC_Maff_0.bed	Dendritic	[PC] Dendritic	Maff	mm10	GSE36099	GSM881095	Maff 0 min post LPS stimulation
GSM881096_DC_Maff_120	GSM881096_DC_Maff_120.bed	Dendritic	[PC] Dendritic; LPS treated	Maff	mm10	GSE36099	GSM881096	Bone marrow derived dendritic cells. Maff 120 min post LPS stimulation
GSM881097_DC_Maff_30	GSM881097_DC_Maff_30.bed	Dendritic	[PC] Dendritic; LPS treated	Maff	mm10	GSE36099	GSM881097	Bone marrow derived dendritic cells. Maff 30 min post LPS stimulation
GSM881098_DC_Maff_60	GSM881098_DC_Maff_60.bed	Dendritic	[PC] Dendritic; LPS treated	Maff	mm10	GSE36099	GSM881098	Bone marrow derived dendritic cells. Maff 60 min post LPS stimulation
GSM881110_DC_Relb_60	GSM881110_DC_Relb_60.bed	Dendritic	[PC] Dendritic; LPS treated	Relb	mm10	GSE36099	GSM881110	Bone marrow derived dendritic cells. Relb 60 min post LPS stimulation
GSM881111_DC_Rela_0	GSM881111_DC_Rela_0.bed	Dendritic	[PC] Dendritic	Rela	mm10	GSE36099	GSM881111	Rela 0 min post LPS stimulation
GSM881112_DC_Rela_120	GSM881112_DC_Rela_120.bed	Dendritic	[PC] Dendritic; LPS treated	Rela	mm10	GSE36099	GSM881112	Bone marrow derived dendritic cells. Rela 120 min post LPS stimulation
GSM881113_DC_Rela_30	GSM881113_DC_Rela_30.bed	Dendritic	[PC] Dendritic; LPS treated	Rela	mm10	GSE36099	GSM881113	Bone marrow derived dendritic cells. Rela 30 min post LPS stimulation
GSM881114_DC_Rela_60	GSM881114_DC_Rela_60.bed	Dendritic	[PC] Dendritic; LPS treated	Rela	mm10	GSE36099	GSM881114	Bone marrow derived dendritic cells. Rela 60 min post LPS stimulation
GSM881119_DC_Stat3_120	GSM881119_DC_Stat3_120.bed	Dendritic	[PC] Dendritic; LPS treated	Stat3	mm10	GSE36099	GSM881119	Bone marrow derived dendritic cells. Stat3 120 min post LPS stimulation
GSM881121_DC_Stat3_60	GSM881121_DC_Stat3_60.bed	Dendritic	[PC] Dendritic; LPS treated	Stat3	mm10	GSE36099	GSM881121	Bone marrow derived dendritic cells. Stat3 60 min post LPS stimulation
GSM881132_DC_Rel_120	GSM881132_DC_Rel_120.bed	Dendritic	[PC] Dendritic; LPS treated	Rel	mm10	GSE36099	GSM881132	Bone marrow derived dendritic cells. Rel 120 min post LPS stimulation single
GSM881134_DC_Rel_60	GSM881134_DC_Rel_60.bed	Dendritic	[PC] Dendritic; LPS treated	Rel	mm10	GSE36099	GSM881134	Bone marrow derived dendritic cells. Rel 60 min post LPS stimulation
GSM881140_DC_Egr1_120	GSM881140_DC_Egr1_120.bed	Dendritic	[PC] Dendritic; LPS treated	Egr1	mm10	GSE36099	GSM881140	Bone marrow derived dendritic cells. Egr1 120 min post LPS stimulation
GSM881142_DC_Egr1_60	GSM881142_DC_Egr1_60.bed	Dendritic	[PC] Dendritic; LPS treated	Egr1	mm10	GSE36099	GSM881142	Bone marrow derived dendritic cells. Egr1 60 min post LPS stimulation
GSM883646_Smc1a	GSM883646_Smc1a.bed	Neural progenitor cells	[CL] 129SvJae x C57BL/6	Smc1a	mm10	GSE36203	GSM883646	Chromatin immunoprecipitation (ChIP) was performed as previously described with minor modifications (Kagey et al.; 2010). Briefly; 50x106 NPCs were lysed and chromatin was sonicated with a Branson Sonifier 250 for 30 x 12 sec pulses. Chromatin was pre-cleared with Protein A Sepharose beads and then immunoprecipitated with approximately 10 ÃŽÂ¼g of the appropriate antibody coupled to Protein A sepharose beads. For Smc1a ChIP using Bethyl Laboratories (A300-055A) affinity purified rabbit polyclonal antibody; beads were washed 1X with LB3; 1X with 20mM Tris-HCl pH8; 500mM NaCl; 2mM EDTA; 0.1% SDS; 1%Triton X-100; 1X with 10mM Tris-HCl pH8; 250nM LiCl; 2mM EDTA; 1% NP40 and 1X with TE containing 50 mM NaCl. For CTCF ChIP using an Upstate 07-729 rabbit polyclonal antibody; beads were washed 7 times with RIPA buffer and 1X with TE containing 50 mM NaCl. Bound complexes were eluted from the beads by heating at 65Ã‚Â°C for 15 min with occasional vortexing. Cross-links were reversed by overnight incubation at 65Ã‚Â°C. Whole cell extract DNA reserved from the sonication step was also treated for crosslink reversal. ChIP-seq libraries were prepared for sequencing as recommended by Illumina/Solexa.
GSM883647_Ctcf	GSM883647_Ctcf.bed	Neural progenitor cells	[CL] 129SvJae x C57BL/6	Ctcf	mm10	GSE36203	GSM883647	Chromatin immunoprecipitation (ChIP) was performed as previously described with minor modifications (Kagey et al.; 2010). Briefly; 50x106 NPCs were lysed and chromatin was sonicated with a Branson Sonifier 250 for 30 x 12 sec pulses. Chromatin was pre-cleared with Protein A Sepharose beads and then immunoprecipitated with approximately 10 ÃŽÂ¼g of the appropriate antibody coupled to Protein A sepharose beads. For Smc1a ChIP using Bethyl Laboratories (A300-055A) affinity purified rabbit polyclonal antibody; beads were washed 1X with LB3; 1X with 20mM Tris-HCl pH8; 500mM NaCl; 2mM EDTA; 0.1% SDS; 1%Triton X-100; 1X with 10mM Tris-HCl pH8; 250nM LiCl; 2mM EDTA; 1% NP40 and 1X with TE containing 50 mM NaCl. For CTCF ChIP using an Upstate 07-729 rabbit polyclonal antibody; beads were washed 7 times with RIPA buffer and 1X with TE containing 50 mM NaCl. Bound complexes were eluted from the beads by heating at 65Ã‚Â°C for 15 min with occasional vortexing. Cross-links were reversed by overnight incubation at 65Ã‚Â°C. Whole cell extract DNA reserved from the sonication step was also treated for crosslink reversal. ChIP-seq libraries were prepared for sequencing as recommended by Illumina/Solexa.
GSM896915_Stag2	GSM896915_Stag2.bed	Embryonic Stem Cells	[PCL] V6.5 ES cells	Stag2	mm10	GSE36561	GSM896915	N/A
GSM896916_Stag1	GSM896916_Stag1.bed	Embryonic Stem Cells	[PCL] V6.5 ES cells	Stag1	mm10	GSE36561	GSM896916	N/A
GSM898200_Cbx7	GSM898200_Cbx7.bed	Haematopoietic progenitor	[PC] HPC	Cbx7	mm10	GSE36658	GSM898200	Mice were injected with 5FU five days prior to sacrifice. Bone marrow cells were isolated and were retrovirally transduced with Flag-Cbx7. Transduced GFP+ cells were sorted and cultured in StemSpan media supplemented with FBS; stem cell factor; IL-11 and Flt3 ligand for 7 days. (antibody used Flag)
GSM898201_Cbx8	GSM898201_Cbx8.bed	Haematopoietic progenitor	[PC] HPC	Cbx8	mm10	GSE36658	GSM898201	Mice were injected with 5FU five days prior to sacrifice. Bone marrow cells were isolated and were retrovirally transduced with Flag-Cbx8. Transduced GFP+ cells were sorted and cultured in StemSpan media supplemented with FBS; stem cell factor; IL-11 and Flt3 ligand for 7 days. (antibody used Flag)
GSM898372_Kdm6b	GSM898372_Kdm6b.bed	Embryonic Stem Cell	[PC] Embryo derived neural stem cells (NSCs); TGFb treated	Kdm6b	mm10	GSE36673	GSM898372	NSCs from cerebral cortex of E12.5 embryos and expanded in vitro and treated with TGFb
GSM904760_Stat5a	GSM904760_Stat5a.bed	T-Cells	[PC] Splenic T cells	Stat5a	mm10	GSE36882	GSM904760	Splenic T cells were isolated from 6-12-week-old tetramer-deficient mice; purified by positive selection using CD90 magnetic beads or negative selection using Mouse Pan T Isolation Kit. Cells were stimulated with platebound anti-CD3 plus anti-CD28 for 2-3 days; washed; rested overnight; and re-stimulated with IL-2 for 1 hour.
GSM904761_Stat5b	GSM904761_Stat5b.bed	T-Cells	[PC] Splenic T cells	Stat5b	mm10	GSE36882	GSM904761	Splenic T cells were isolated from 6-12-week-old tetramer-deficient mice; purified by positive selection using CD90 magnetic beads or negative selection using Mouse Pan T Isolation Kit. Cells were stimulated with platebound anti-CD3 plus anti-CD28 for 2-3 days; washed; rested overnight; and re-stimulated with IL-2 for 1 hour.
GSM904766_Stat5a	GSM904766_Stat5a.bed	T-Cells	[PC] Splenic T cells (stat5a/stat5b double knock in)	Stat5a	mm10	GSE36882	GSM904766	Splenic T cells were isolated from 6-12-week-old tetramer-deficient mice Stat5a/Stat5b KI; purified by positive selection using CD90 magnetic beads or negative selection using Mouse Pan T Isolation Kit. Cells were stimulated with platebound anti-CD3 plus anti-CD28 for 2-3 days; washed; rested overnight; and re-stimulated with IL-2 for 1 hour.
GSM904767_Stat5b	GSM904767_Stat5b.bed	T-Cells	[PC] Splenic T cells (stat5a/stat5b double knock in)	Stat5b	mm10	GSE36882	GSM904767	Splenic T cells were isolated from 6-12-week-old tetramer-deficient mice Stat5a/Stat5b KI; purified by positive selection using CD90 magnetic beads or negative selection using Mouse Pan T Isolation Kit. Cells were stimulated with platebound anti-CD3 plus anti-CD28 for 2-3 days; washed; rested overnight; and re-stimulated with IL-2 for 1 hour.
GSM905442_Pol2ra	GSM905442_Pol2ra.bed	embryonic stem cell	[PCL]	Polr2a	mm10	GSE36905	GSM905442	129-C57Bl/6 ES cells
GSM905445_Ezh2	GSM905445_Ezh2.bed	embryonic stem cell	[PC] Differentiated ES cells	Ezh2	mm10	GSE36905	GSM905445	129-C57Bl/6 ES cell differentiated in vitro by removal of LIF for 7 days
GSM905450_Pol2ra	GSM905450_Pol2ra.bed	embryonic stem cell	[PC] Differentiated ES cells	Polr2a	mm10	GSE36905	GSM905450	129-C57Bl/6 ES cell differentiated in vitro by removal of LIF for 7 days
GSM905457_Pol2ra	GSM905457_Pol2ra.bed	Fibroblast	[CL] Transformed embryonic fibroblast	Polr2a	mm10	GSE36905	GSM905457	N/A
GSM915092_Ncoa3	GSM915092_Ncoa3.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Ncoa3	mm10	GSE40193	GSM915092	N/A
GSM918734_CTCF	GSM918734_CTCF.bed	Thymus	[PC] Thymus	Ctcf	mm10	GSE36027	GSM918734	Whole thymus from 8 week old male C57BL/6 mouse
GSM918744_CTCF	GSM918744_CTCF.bed	Mouse ErythroLeukaemic	[CL] MEL	Ctcf	mm10	GSE36027	GSM918744	NULL
GSM923570_Ctcf	GSM923570_Ctcf.bed	Erythroid	[CL] G1E	Ctcf	mm10	GSE36029	GSM923570	Gata1 null erythroid progenitor
GSM923571_Ctcf	GSM923571_Ctcf.bed	Erythroid	[CL] G1E-ER4; estradiol treated	Ctcf	mm10	GSE36029	GSM923571  	Gata1 restored erythroid cells; differentiation induced by estradiol (E2) 24hrs
GSM923572_Gata1	GSM923572_Gata1.bed	Erythroid	[CL] G1E-ER4; estradiol treated	Gata1	mm10	GSE36029	GSM923572	Gata1 restored erythroid cells; differentiation induced by estradiol (E2) 24hrs
GSM923573_Ctcf	GSM923573_Ctcf.bed	Mouse ErythroLeukaemic	[CL] MEL	Ctcf	mm10	GSE36029	GSM923573	NULL
GSM923575_Gata1	GSM923575_Gata1.bed	Erythroid	[PC] Erythroblast	Gata1	mm10	GSE36029	GSM923575	Ter119+ cells from E14.5 FL
GSM923576_Tal1	GSM923576_Tal1.bed	Erythroid	[CL] G1E-ER4; estradiol treated	Tal1	mm10	GSE36029	GSM923576	Gata1 restored erythroid cells; differentiation induced by estradiol (E2) 24hrs - ENCODE
GSM923578_Tal1	GSM923578_Tal1.bed	Mouse ErythroLeukaemic 	[CL] MEL	Tal1	mm10	GSE36029	GSM923578	NULL
GSM923579_Tal1	GSM923579_Tal1.bed	Erythroid	[CL] G1E	Tal1	mm10	GSE36029	GSM923579  	Gata1 null erythroid progenitor
GSM923586_Gata1	GSM923586_Gata1.bed	Megakaryocyte	[PC] Megakaryocytes	Gata1	mm10	GSE36029	GSM923586	Progenitors are purified from E14.5 mouse embryos and expanded for 7 days in IMDM; FBS; mSCF and TPO. On day 7 cells are then washed and cultured in IMDM with TPO for a further 5 days. CD41+ mature megakaryocytes are then purified.
GSM931695_Hsf1	GSM931695_Hsf1.bed	striatal cells	[PC] Embryo derived striatal cells	Hsf1	mm10	GSE38002	GSM931695	Striatal cells derived from wild type HdhQ7/Q7 embryonic mice
GSM931696_Hsf1	GSM931696_Hsf1.bed	striatal cells	[PC] Embryo derived striatal cells	Hsf1	mm10	GSE38002	GSM931696	Striatal cells derived from HdhQ111/Q111 knock-in embryonic mice
GSM932921_4_Pax5	GSM932921_4_Pax5.bed	B-Cells	[PC] Pro-B-Cells (Pax5 Bio/Bio; Rag2 KO)	Pax5	mm10	GSE38046	GSM932921-GSM932924	Sorted pro-B cells were cultured for 4-5 days on OP9 cells in IL-7. (Dynabeads M-280 Streptavidin)
GSM932925_31_Pax5	GSM932925_31_Pax5.bed	B-Cells	[PC] Mature B-Cells (Pax5 Bio/Bio)	Pax5	mm10	GSE38046	GSM932925-GSM932931	Mature B cells were FACs sorted from lymph nodes of Pax5Bio/Bio mice. (Dynabeads M-280 Streptavidin)
GSM935891_Ell3	GSM935891_Ell3.bed	Embryonic stem cells	[PCL] V6.5 ES cells	Ell3	mm10	GSE38148	GSM935891	N/A
GSM935893_Pol2	GSM935893_Pol2.bed	Embryonic stem cells	[PCL] V6.5 ES cells; control knockdown	Polr2a	mm10	GSE38148	GSM935893	ES cells expressing control shRNA
GSM935895_Pol2	GSM935895_Pol2.bed	Embryonic stem cells	[PCL] V6.5 ES cells; Ell3 knockdown	Polr2a	mm10	GSE38148	GSM935895	ES cells expressing shRNA targeting Ell3
GSM936199_200_Ikzf1	GSM936199_200_Ikzf1.bed	B-Cells	[CL] B3 Pre-B cells	Ikzf1	mm10	GSE38200	GSM936199-GSM936200	WT B3 pre-B cells.
GSM936201_2_Ikzf1	GSM936201_2_Ikzf1.bed	B-Cells	[CL] B3 Pre-B cells	Ikzf1	mm10	GSE38200	GSM936201-GSM936202	B3 cells were transduced with HA-Ikaros-IRES-GFP. (Antibody used HA).
